lat county,long county,FIPS,county_state names
45.48859,-119.624786,41049,Morrow_Oregon
45.58881,-122.495651,41051,Multnomah_Oregon
44.905773,-123.385765,41053,Polk_Oregon
45.410896,-120.685692,41055,Sherman_Oregon
45.435352,-123.769234,41057,Tillamook_Oregon
45.655949,-118.786293,41059,Umatilla_Oregon
45.328552,-117.948143,41061,Union_Oregon
45.521397,-117.199371,41063,Wallowa_Oregon
45.18026,-121.099319,41065,Wasco_Oregon
45.557713,-123.066353,41067,Washington_Oregon
44.765919,-120.023476,41069,Wheeler_Oregon
45.23159,-123.300163,41071,Yamhill_Oregon
37.646919,-121.893723,6001,Alameda_California
38.732765,-119.816849,6003,Alpine_California
38.431759,-120.717628,6005,Amador_California
39.626091,-121.625778,6007,Butte_California
38.166889,-120.603516,6009,Calaveras_California
39.174469,-122.221924,6011,Colusa_California
37.917271,-121.92215,6013,Contra_Costa_California
41.803413,-123.986404,6015,Del_Norte_California
38.761997,-120.573677,6017,El_Dorado_California
36.616089,-119.971626,6019,Fresno_California
39.588638,-122.307167,6021,Glenn_California
40.633606,-123.892815,6023,Humboldt_California
32.988472,-115.361832,6025,Imperial_California
36.491764,-117.406906,6027,Inyo_California
35.364304,-118.764877,6029,Kern_California
36.075478,-119.81662,6031,Kings_California
39.020138,-122.722748,6033,Lake_California
40.669975,-120.495598,6035,Lassen_California
34.34745,-118.223236,6037,Los_Angeles_California
37.125286,-119.900558,6039,Madera_California
38.076225,-122.707748,6041,Marin_California
37.54089,-119.987595,6043,Mariposa_California
39.370449,-123.422829,6045,Mendocino_California
37.212414,-120.682503,6047,Merced_California
41.538128,-120.565491,6049,Modoc_California
37.909592,-118.855003,6051,Mono_California
36.239994,-121.255157,6053,Monterey_California
38.507824,-122.32946,6055,Napa_California
39.285782,-120.801361,6057,Nevada_California
33.726704,-117.774178,6059,Orange_California
39.054543,-120.770599,6061,Placer_California
39.977749,-120.771996,6063,Plumas_California
33.757336,-116.168274,6065,Riverside_California
38.457348,-121.336952,6067,Sacramento_California
36.673954,-121.142311,6069,San_Benito_California
34.688847,-116.368706,6071,San_Bernardino_California
33.030689,-116.789749,6073,San_Diego_California
37.756447,-122.434563,6075,San_Francisco_California
37.935768,-121.268593,6077,San_Joaquin_California
35.400791,-120.429405,6079,San_Luis_Obispo_California
37.421734,-122.332771,6081,San_Mateo_California
34.703842,-120.104904,6083,Santa_Barbara_California
37.23457,-121.725388,6085,Santa_Clara_California
37.071785,-121.996155,6087,Santa_Cruz_California
40.725185,-122.089424,6089,Shasta_California
39.58456,-120.494759,6091,Sierra_California
41.669403,-122.571846,6093,Siskiyou_California
38.286839,-121.929123,6095,Solano_California
38.523033,-122.865578,6097,Sonoma_California
37.566093,-120.98819,6099,Stanislaus_California
39.031303,-121.69072,6101,Sutter_California
40.129799,-122.199097,6103,Tehama_California
40.64534,-123.121971,6105,Trinity_California
36.157825,-119.012459,6107,Tulare_California
37.97765,-120.22599,6109,Tuolumne_California
34.405388,-119.061829,6111,Ventura_California
38.683079,-121.89756,6113,Yolo_California
39.264019,-121.354012,6115,Yuba_California
39.150917,-119.747528,32510,Carson_City_Nevada
39.606743,-118.390556,32001,Churchill_Nevada
36.162399,-115.034576,32003,Clark_Nevada
38.912708,-119.620964,32005,Douglas_Nevada
41.139309,-115.337189,32007,Elko_Nevada
37.781963,-117.611496,32009,Esmeralda_Nevada
39.975479,-116.263069,32011,Eureka_Nevada
41.396481,-118.132622,32013,Humboldt_Nevada
39.948929,-117.026611,32015,Lander_Nevada
37.790554,-114.796577,32017,Lincoln_Nevada
39.144714,-119.225746,32019,Lyon_Nevada
38.592896,-118.360519,32021,Mineral_Nevada
38.137596,-116.432571,32023,Nye_Nevada
40.458519,-118.448448,32027,Pershing_Nevada
39.44981,-119.527328,32029,Storey_Nevada
40.718338,-119.681755,32031,Washoe_Nevada
39.453548,-114.936188,32033,White_Pine_Nevada
38.36504,-113.266258,49001,Beaver_Utah
41.556107,-113.150383,49003,Box_Elder_Utah
41.7616,-111.816978,49005,Cache_Utah
39.663456,-110.6959,49007,Carbon_Utah
40.90398,-109.330109,49009,Daggett_Utah
40.997746,-111.965683,49011,Davis_Utah
40.178383,-110.426384,49013,Duchesne_Utah
38.944653,-110.710991,49015,Emery_Utah
37.824005,-111.536545,49017,Garfield_Utah
38.97654,-109.552673,49019,Grand_Utah
37.852894,-113.364212,49021,Iron_Utah
39.691444,-112.744003,49023,Juab_Utah
37.249748,-112.073746,49025,Kane_Utah
39.071842,-113.120155,49027,Millard_Utah
41.074364,-111.592949,49029,Morgan_Utah
38.34375,-112.102547,49031,Piute_Utah
41.62384,-111.232269,49033,Rich_Utah
40.663811,-111.913483,49035,Salt_Lake_Utah
37.510574,-109.735435,49037,San_Juan_Utah
39.375935,-111.570236,49039,Sanpete_Utah
38.744549,-111.854362,49041,Sevier_Utah
40.890438,-111.226631,49043,Summit_Utah
40.48336,-113.171173,49045,Tooele_Utah
40.089607,-109.508621,49047,Uintah_Utah
40.135612,-111.728683,49049,Utah_Utah
40.365608,-111.227875,49051,Wasatch_Utah
37.260265,-113.504883,49053,Washington_Utah
38.343895,-111.018089,49055,Wayne_Utah
41.270096,-111.90715,49057,Weber_Utah
41.644089,-105.717636,56001,Albany_Wyoming
44.534378,-108.137871,56003,Big_Horn_Wyoming
44.28838,-105.567123,56005,Campbell_Wyoming
41.754765,-106.962929,56007,Carbon_Wyoming
42.929523,-105.544342,56009,Converse_Wyoming
44.604515,-104.60154,56011,Crook_Wyoming
42.970955,-108.459366,56013,Fremont_Wyoming
42.086899,-104.353165,56015,Goshen_Wyoming
43.715614,-108.421043,56017,Hot_Springs_Wyoming
44.001835,-106.519989,56019,Johnson_Wyoming
41.306961,-104.687447,56021,Laramie_Wyoming
42.076691,-110.620422,56023,Lincoln_Wyoming
42.963142,-106.796555,56025,Natrona_Wyoming
43.055687,-104.477188,56027,Niobrara_Wyoming
44.506996,-109.005447,56029,Park_Wyoming
42.130211,-104.96489,56031,Platte_Wyoming
44.794609,-106.68261,56033,Sheridan_Wyoming
42.642578,-109.910446,56035,Sublette_Wyoming
41.659798,-108.875496,56037,Sweetwater_Wyoming
43.598221,-110.760345,56039,Teton_Wyoming
41.297073,-110.548737,56041,Uinta_Wyoming
43.899597,-107.689598,56043,Washakie_Wyoming
43.878201,-104.496178,56045,Weston_Wyoming
43.716358,-98.564842,46003,Aurora_South_Dakota
44.417603,-98.276566,46005,Beadle_South_Dakota
43.194386,-101.668625,46007,Bennett_South_Dakota
42.980583,-97.891869,46009,Bon_Homme_South_Dakota
44.378616,-96.793495,46011,Brookings_South_Dakota
45.597069,-98.348167,46013,Brown_South_Dakota
43.713844,-99.085632,46015,Brule_South_Dakota
44.070698,-99.200821,46017,Buffalo_South_Dakota
44.905342,-103.509422,46019,Butte_South_Dakota
45.77776,-100.06279,46021,Campbell_South_Dakota
43.208519,-98.578049,46023,Charles_Mix_South_Dakota
44.863857,-97.735756,46025,Clark_South_Dakota
42.912155,-96.981369,46027,Clay_South_Dakota
44.969784,-97.202835,46029,Codington_South_Dakota
45.708611,-101.204529,46031,Corson_South_Dakota
43.674465,-103.439293,46033,Custer_South_Dakota
43.679783,-98.13784,46035,Davison_South_Dakota
45.37011,-97.604385,46037,Day_South_Dakota
44.766373,-96.674721,46039,Deuel_South_Dakota
45.164734,-100.8825,46041,Dewey_South_Dakota
43.386982,-98.352806,46043,Douglas_South_Dakota
45.414814,-99.22509,46045,Edmunds_South_Dakota
43.259148,-103.543732,46047,Fall_River_South_Dakota
45.065022,-99.145966,46049,Faulk_South_Dakota
45.174335,-96.776329,46051,Grant_South_Dakota
43.190632,-99.1698,46053,Gregory_South_Dakota
44.293423,-101.543297,46055,Haakon_South_Dakota
44.67453,-97.20472,46057,Hamlin_South_Dakota
44.54541,-99.012497,46059,Hand_South_Dakota
43.681065,-97.784775,46061,Hanson_South_Dakota
45.5793,-103.497604,46063,Harding_South_Dakota
44.391907,-99.97747,46065,Hughes_South_Dakota
43.332138,-97.744881,46067,Hutchinson_South_Dakota
44.5373,-99.48674,46069,Hyde_South_Dakota
43.688015,-101.6147,46071,Jackson_South_Dakota
44.064896,-98.628654,46073,Jerauld_South_Dakota
43.955021,-100.69355,46075,Jones_South_Dakota
44.379093,-97.488602,46077,Kingsbury_South_Dakota
44.030113,-97.113663,46079,Lake_South_Dakota
44.369522,-103.78643,46081,Lawrence_South_Dakota
43.274147,-96.712517,46083,Lincoln_South_Dakota
43.881664,-99.829628,46085,Lyman_South_Dakota
45.77161,-97.598442,46091,Marshall_South_Dakota
43.681309,-97.375854,46087,McCook_South_Dakota
45.762867,-99.231659,46089,McPherson_South_Dakota
44.563866,-102.721573,46093,Meade_South_Dakota
43.577663,-100.755325,46095,Mellette_South_Dakota
44.030659,-97.599426,46097,Miner_South_Dakota
43.679352,-96.799728,46099,Minnehaha_South_Dakota
44.027996,-96.665268,46101,Moody_South_Dakota
44.022175,-102.824928,46103,Pennington_South_Dakota
